ReqComments,ID,Title,HP Surgeon,Date of HP Surgery,PI,LabTracks Requestor,Procedure,Surgery Status,Project ID,IACUC Protocol,DateRangeStart,DateRangeEnd,Light Cycle,LIMs Required,Lims Project Code,LIMStaskflow,LabTracks Group,MID,Pedigree Name,Cage,Sex,Date of Birth,HP Work Station,HP Weight before,HP Weight after,HP Iso Duration,HP Recovery,HP Iso Level,Headpost Type,HP Location,Bregma to Lambda,HP Perferations,HP M/L,HP A/P,HP Diameter,HP Durotomy,Previously Injected,1st Round Inj Surgeon,Date 1st Round Injections,1st Round Inj Workstation,1st Round Inj Weight Before,1st Round Inj Weight After,1st Round Inj Iso Duration,1st Round Inj Iso Level,1st Inj Recovery,2nd Round Inj Surgeon,Date 2nd Round Injections,2nd Round Workstation,2nd Round Inj Weight Before,2nd Round Inj Weight After,2nd Round Inj Iso Duration,2nd Round Inj Iso Level,2nd Inj REcovery,Inj1Round,Inj1VirusStrain,Inj1StorageLocation,Inj 1 Hemisphere,Inj 1 A/P,Inj 1 M/L,Inj 1 D/V,Inj1Type,Inj1Vol,Inj1LenghtofTime,Inj1Current,Inj1AlternatingTime,Inj2Round,Inj2VirusStrain,Inj2StorageLocation,Inj 2 Hemisphere,Inj 2 A/P,Inj 2 M/L,Inj 2 D/V,Inj2Type,Inj2Vol,Inj2LenghtofTime,Inj2Current,Inj2AlternatingTime,Durotomy,Edema (Swelling),Sinus Bleed,Window Clarity,Contusion,Hematoma,Laceration,During 1st Injection,After 1st Injection,1stRoundIontoIssue,During 2nd Injection,After 2nd Injection,2nd Round Ionto Issue,Touch Up Surgeon,Touch Up Status,Touch Up  Completed,Touch Up Weight After,Issue,Exudate Severity,Eye Affected,Eye Issue,Scabbing,CAM  Health Check Surgeon,CAM Go-NoGo Comments,CAM Go-NoGO ISI,CAM Health Check (7d post op),CAM Health Comments,Wellness Comments,inj1volperdepth,Inj1Volperpress,Inj1VirusStrain_rt,Inj2VirusStrain_rt,1stRoundInjComments,1stRoundInjectionComments,2ndRoundInjComments,2ndRoungInjectionComments,HP Surgeon Comments,HPSurgeonComments,Item Type,Path
,2545,536211HP+C Neuropixel style,Conor Grasso,7/28/2020,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,7/27/2020,7/31/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,Vip-IRES-Cre;Ai32,536211,Vip-IRES-Cre;Ai32-536211,02-004-181-1805,Male,6/1/2020,SWS 5,22.8,25.6,1.25,10,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.286,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,Mild,None,Central,None,Mild,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,8/4/2020,,,,,,,,,,,,"very smooth surgery, even the mouse was well behaved before going under. Some mild hematomas on the 7oclock edge and medial edge and a slow bleed from the dura caused some blood to be present in the window but should reabsorb​",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,2546,536213HP+C Neuropixel style,Kat North,7/28/2020,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,7/27/2020,7/31/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,Vip-IRES-Cre;Ai32,536213,Vip-IRES-Cre;Ai32-536213,02-004-180-1805,Female,6/1/2020,SWS 1,18.8,21.3,1.5,10,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.273,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,Mild,None,Central,None,Mild,Mild,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,8/4/2020,,,,,,,,,,,,"​Drill damage 7-10 oclock 
",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,2566,536480HP+C Neuropixel style,Josh Wilkes,8/3/2020,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,8/3/2020,8/7/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,Vip-IRES-Cre;Ai32,536480,Vip-IRES-Cre;Ai32-536480,02-004-182-1805,Male,6/2/2020,SWS 3,25.5,26.7,2,15,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.66,NA,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,None,None,Central,None,Mild,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,8/10/2020,,,,,,,,,,,,hematoma at 7 position caused during pop​,Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,2588,540536HP+C Neuropixel style,Josh Wilkes,8/12/2020,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,8/10/2020,8/14/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,Vip-IRES-Cre;Ai32,540536,Vip-IRES-Cre;Ai32-540536,02-004-185-1805,Male,6/25/2020,SWS 3,26,28.1,2.5,15,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.251,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,None,Mild,Central,Mild,Moderate,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,8/19/2020,,,,,,,,,,,,"​damage seen at 7 position that occured during drilling 
",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
"​
",2589,540540HP+C Neuropixel style,Jackie Swapp,8/12/2020,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,8/10/2020,8/14/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,Vip-IRES-Cre;Ai32,540540,Vip-IRES-Cre;Ai32-540540,02-004-186-1806,Male,6/25/2020,SWS 1,24.8,27.7,2,8,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.319,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,None,Mild,Central,None,None,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,8/19/2020,,,,,,,,,,,,"​Accidentally put extra metabond on base of wire, maybe it will help keep it from breaking off? 
",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,2607,538832HP+C Neuropixel style,Tye Johnson,8/18/2020,Josh Siegle,Severine Durand,HP+C Neuropixel style,Unplanned Acute,102-02-004-10: BTV Observatory Visual Behavior,1805,8/17/2020,8/21/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,Sst-IRES-Cre;Ai32,538832,Sst-IRES-Cre;Ai32-538832,02-004-190-1805,Female,6/18/2020,SWS 5,18.3,20.9,3,30,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.945,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Torn & Complete,Mild,Mild,Medial,Mild,Mild,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,8/25/2020,,,,,,,,,,,,"​Dura was torn from 7-9 o'clock. Contusion 7-9, hematoma 1-2.

Found dead 8/24/20
",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
"​
",2608,541234HP+C Neuropixel style,Jackie Swapp,8/19/2020,Josh Siegle,Severine Durand,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,8/17/2020,8/21/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,C57BL6J(NP),541234,C57BL6J(NP)-541234,02-004-191-1805,Male,7/1/2020,SWS 1,20.3,23.2,2,10,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.459,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,None,None,Central,Mild,None,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,8/26/2020,,,,,,,,,,,,"​Mild bruising 7-9. Animal received pre-op injections 8/18, not 8/19, I didn't notice the date change. No dex given before surgery
",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,2626,540877HP+C Neuropixel style,Conor Grasso,8/25/2020,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,8/24/2020,8/28/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,Sst-IRES-Cre;Ai32,540877,Sst-IRES-Cre;Ai32-540877,02-004-193-1805,Male,6/29/2020,SWS 5,25.4,28.1,2,15,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.311,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,Mild,Mild,Central,None,None,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,9/1/2020,,,,,,,,,,,,went well​,Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,2627,541235HP+C Neuropixel style,Tye Johnson,8/25/2020,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,8/24/2020,8/28/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,C57BL6J (NP),541235,C57BL6J (NP)-541235,02-004-192-1805,Female,7/1/2020,SWS 3,19.3,21.7,4.75,15,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.392,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,Moderate,Mild,Central,None,Mild,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,9/1/2020,,,,,,,,,,,,"​Hematoma from broken vessel 2-3 o'clock. Nicked the wire while buffing, not fully detached.
",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,2641,542072HP+C Neuropixel style,Jackie Swapp,9/1/2020,Josh Siegle,Severine Durand,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,8/31/2020,9/4/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,C57BL6J(NP),542072,C57BL6J(NP)-542072,02-004-196-1805,Male,7/8/2020,SWS 1,20.9,23.7,1.75,10,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.364,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,None,Mild,Central,None,None,Mild,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,9/8/2020,,,,,,,,,,,,"​Teeny bit of drill damage at 1-2 oclock 
",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,2642,542139HP+C Neuropixel style,Tye Johnson,9/1/2020,Josh Siegle,Severine Durand,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,8/31/2020,9/4/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,Sst-IRES-Cre;Ai32,542139,Sst-IRES-Cre;Ai32-542139,02-004-197-1805,Female,7/8/2020,SWS 5,21.2,23.6,5,30,1.25,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.785,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,Moderate,Severe,Medial,Mild,Mild,Select...,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,9/8/2020,,,,,,,,,,,,"​Additional 0.5ml LRS administered after surgery. Dura is a little high around sinus due to bleeding it could not be cut down further. Possible cortex damage at 11 & 3 o'clock.
",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,2655,543618HP+C Neuropixel style,Conor Grasso,9/10/2020,Josh Siegle,Severine Durand,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,9/7/2020,9/11/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,Vip-IRES-Cre;Ai32,543618,Vip-IRES-Cre;Ai32-543618,02-004-200-1805,Select...,7/15/2020,SWS 5,24.9,27.2,2.3,20,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.663,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,Mild,Moderate,Central,Mild,None,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,9/17/2020,,,,,,,,,,,,"Mild contusion at 1oClock edge of window. Dura was attached to a large vessel at 2oClock edge of window, left a bit of dura there. Small blood clot in center (slightly posterior) of window but no cortex damage visable in that area. Should reabsorb quickly​",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,2656,543621HP+C Neuropixel style,Tye Johnson,9/10/2020,Josh Siegle,Severine Durand,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,9/7/2020,9/11/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,Vip-IRES-Cre;Ai32,543621,Vip-IRES-Cre;Ai32-543621,02-004-199-1805,Female,7/15/2020,SWS 1,19.5,22.3,3,20,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.336,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,Moderate,None,Medial,Severe,Severe,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,9/17/2020,,,,,,,,,,,,"​A few torn vessels
",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,2662,540280HP+C Neuropixel style,Emily Gelfand,9/10/2020,Sam Gale,Sam Gale,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,9/7/2020,9/11/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Ephys Dev Visual Behavior,VGAT-ChR2-YFP,540280,VGAT-ChR2-YFP,02-004-198-1805,Male,6/26/2020,SWS 3,28.4,31.7,1.5,15,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.354,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,Mild,Mild,Central,None,None,Mild,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,9/17/2020,,,,,,,,,,,,"pia dmg at 3 o'clock and 6 o'clock.
",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,2678,544356HP+C Neuropixel style,Emily Gelfand,9/16/2020,Josh Siegle,Severine,HP+C Neuropixel style,Unplanned Acute,102-02-004-10: BTV Observatory Visual Behavior,1805,9/14/2020,9/18/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,Sst-IRES-Cre;Ai32,544356,Sst-IRES-Cre;Ai32-544356,02-004-203-1805,Male,7/21/2020,SWS 2,24.6,27.7,1.5,15,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,3.746,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,Moderate,Mild,Central,None,Mild,Mild,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,9/23/2020,,,,,,,,,,,,"​head was super narrow, so had to shift headpost m/L + 2 to not be off the left side of the head. window still in usual location. Mild hematoma at 6 o'clock from drill dmg at 11 o'clock. blood under coverslip from pia dmg at center.
",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,2679,544358HP+C Neuropixel style,Josh Wilkes,9/14/2020,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,9/14/2020,9/18/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,Sst-IRES-Cre;Ai32,544358,Sst-IRES-Cre;Ai32-544358,02-004-201-1805,Female,7/21/2020,SWS 3,17.5,20.1,2,15,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.403,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,None,Mild,Central,Mild,None,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,9/21/2020,,,,,,,,,,,,"​mild contusion of 8 position
",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,2683,540281HP+C Neuropixel style,Jackie Swapp,9/17/2020,Sam Gale,Sam Gale,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,9/14/2020,9/18/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Ephys Dev Visual Behavior,VGAT-ChR2-YFP,540281,VGAT-ChR2-YFP,02-004-204-1805,Male,6/26/2020,SWS 1,25.7,28.7,2,20,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.695,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,None,Moderate,Central,None,None,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,9/24/2020,,,,,,,,,,,,,Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,2685,540286HP+C Neuropixel style,Conor Grasso,9/17/2020,Sam Gale,Sam Gale,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,9/14/2020,9/18/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Ephys Dev Visual Behavior,VGAT-ChR2-YFP,540286,VGAT-ChR2-YFP,02-004-205-1805,Female,6/26/2020,SWS 5,20.8,23.5,2,20,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.274,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,Moderate,Mild,Central,None,None,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,9/24/2020,,,,,,,,,,,,"A couple of ornery bleeding spots made the window a bit bloody at the time of imaging. There was a consistent slow bleed coming from either the skull or some vessel at the 9/10oClock section but i couldn't see any cortex damage in that area. A bit of dura was left by the 4/5oClock area due to a connected vessel, and that vessel was tugged and bled a small amount, but was still bleeding slightly at the time of lowering the coverslip. ​",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,2698,545994HP+C Neuropixel style,Jackie Swapp,9/21/2020,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,9/21/2020,9/25/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,Sst-IRES-Cre;Ai32,545994,Sst-IRES-Cre;Ai32-545994,02-004-319-1706,Male,8/1/2020,SWS 1,27,30.2,1.75,10,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.174,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,Mild,Mild,Central,None,None,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,9/28/2020,,,,,,,,,,,,"​Left some dura at 1 and 3, large vessels were super attached.
",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,2699,544363HP+C Neuropixel style,Robert Howard,9/22/2020,Josh Siegle,Severine,HP+C Neuropixel style,Unplanned Acute,102-02-004-10: BTV Observatory Visual Behavior,1805,9/21/2020,9/25/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,Sst-IRES-Cre;Ai32,544363,Sst-IRES-Cre;Ai32-544363,02-004-2151--1805,Female,7/21/2020,SWS 7,18.9,21.4,2,10,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.139,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,Mild,None,Central,None,Mild,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,9/29/2020,,,,,,,,,,,,,Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,2700,544456HP+C Neuropixel style,Emily Gelfand,9/21/2020,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,9/21/2020,9/25/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,Sst-IRES-Cre;Ai32,544456,Sst-IRES-Cre;Ai32-544456,02-004-208-1805,Male,7/22/2020,SWS 3,24,27,1.2,20,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.406,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,None,Mild,Central,None,None,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,9/28/2020,,,,,,,,,,,,"​Mouse had super narrow skull, moved headpost +2 M/L to avoid having headpost hang off side of head.
",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,2702,544835HP+C Neuropixel style,Emily Gelfand,9/21/2020,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,9/21/2020,9/25/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,C57BL6J(NP),544835,C57BL6J(NP)-544835,02-004-211-1805,Male,7/24/2020,SWS 3,26.3,29.3,1.5,15,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.654,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,Moderate,Mild,Central,None,Mild,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,9/28/2020,,,,,,,,,,,,"​blood got under pia during pop
",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
